ticketid;description;reportedby;reportdate;cinum;internalpriority;reportedpriority;siteid5;status;owner;ownergroup;assetnum;failurecode;failurereportid;linenum;orgid;siteid;ticketclass;ticketid1;type;wonum;description2;failurecode3;failurecodeid;orgid4
5881437;FALLA TELEFONIA;Luis Trujilllo -;23/04/2017 8:14;7552;5;;BUC;CLOSED;;TXSUPENG;;10212801;288401;4737;COMCEL;;INCIDENT;5881437;REMEDY;;Fusion de hilo en fibra;10212801;1552;COMCEL
5882195;FALLA DATOS;Walter Omar Sian Rodriguez;23/04/2017 9:53;81163;5;;BUC;CLOSED;;PEBUCOW;;1021;288435;1047;COMCEL;;INCIDENT;5882195;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5882195;FALLA DATOS;Walter Omar Sian Rodriguez;23/04/2017 9:53;81163;5;;BUC;CLOSED;;PEBUCOW;;102110;288438;1075;COMCEL;;INCIDENT;5882195;CAUSE;;Corte Hilo de Fibra;102110;86;COMCEL
5882195;FALLA DATOS;Walter Omar Sian Rodriguez;23/04/2017 9:53;81163;5;;BUC;CLOSED;;PEBUCOW;;10210101;288439;1131;COMCEL;;INCIDENT;5882195;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5882260;FALLA CORE TX - AFECTACION;;23/04/2017 10:01;172.MGMT@HUAW.DIS.RW-10.245.217.21;3;5;OT;CLOSED;;RF-QTZ02;;7011;288426;1713;COMCEL;;INCIDENT;5882260;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5882260;FALLA CORE TX - AFECTACION;;23/04/2017 10:01;172.MGMT@HUAW.DIS.RW-10.245.217.21;3;5;OT;CLOSED;;RF-QTZ02;;701125;288427;4723;COMCEL;;INCIDENT;5882260;CAUSE;;Calidad Energia Comercial;701125;1545;COMCEL
5882260;FALLA CORE TX - AFECTACION;;23/04/2017 10:01;172.MGMT@HUAW.DIS.RW-10.245.217.21;3;5;OT;CLOSED;;RF-QTZ02;;70112501;288428;4725;COMCEL;;INCIDENT;5882260;REMEDY;;Conexi髇 de MG Port醫il;70112501;1546;COMCEL
5882295;FALLA CORE TX - AFECTACION;;23/04/2017 10:05;IPRAN@ATN.10.245.217.32;3;5;OT;CLOSED;;RF-QTZ02;;7011;288432;1713;COMCEL;;INCIDENT;5882295;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5882295;FALLA CORE TX - AFECTACION;;23/04/2017 10:05;IPRAN@ATN.10.245.217.32;3;5;OT;CLOSED;;RF-QTZ02;;701101;288433;1719;COMCEL;;INCIDENT;5882295;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5882295;FALLA CORE TX - AFECTACION;;23/04/2017 10:05;IPRAN@ATN.10.245.217.32;3;5;OT;CLOSED;;RF-QTZ02;;70110101;288434;1759;COMCEL;;INCIDENT;5882295;REMEDY;;reconexion de energia;70110101;691;COMCEL
5882471;FALLA CORE TX - AFECTACION;;23/04/2017 10:29;IPRAN@ATN.10.245.217.79;3;5;OT;CLOSED;;MASTERTX;;1021;288860;1047;COMCEL;;INCIDENT;5882471;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5882471;FALLA CORE TX - AFECTACION;;23/04/2017 10:29;IPRAN@ATN.10.245.217.79;3;5;OT;CLOSED;;MASTERTX;;102108;288861;1071;COMCEL;;INCIDENT;5882471;CAUSE;;Corte de fibra;102108;82;COMCEL
5882471;FALLA CORE TX - AFECTACION;;23/04/2017 10:29;IPRAN@ATN.10.245.217.79;3;5;OT;CLOSED;;MASTERTX;;10210101;288862;1127;COMCEL;;INCIDENT;5882471;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5882579;FALLA DATOS;Josue;23/04/2017 10:42;37632;5;;BUC;CLOSED;;PEBUCOW;;1021;288659;1047;COMCEL;;INCIDENT;5882579;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5882579;FALLA DATOS;Josue;23/04/2017 10:42;37632;5;;BUC;CLOSED;;PEBUCOW;;102128;288660;4735;COMCEL;;INCIDENT;5882579;CAUSE;;Manipulacion de hilo en mufa;102128;1551;COMCEL
5882579;FALLA DATOS;Josue;23/04/2017 10:42;37632;5;;BUC;CLOSED;;PEBUCOW;;10212801;288661;4737;COMCEL;;INCIDENT;5882579;REMEDY;;Fusion de hilo en fibra;10212801;1552;COMCEL
5882969;FALLA CORE TX - AFECTACION;;23/04/2017 11:34;IPRAN@ALU.10.20.3.33;3;;OT;CLOSED;;TXSUPENG;;;;;;;;;;;;;;
5883229;FALLA CORE TX - AFECTACION;;23/04/2017 12:10;IPRAN@ATN.10.245.217.78;3;5;OT;CLOSED;;MASTERTX;;1021;288863;1047;COMCEL;;INCIDENT;5883229;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5883229;FALLA CORE TX - AFECTACION;;23/04/2017 12:10;IPRAN@ATN.10.245.217.78;3;5;OT;CLOSED;;MASTERTX;;102108;288864;1071;COMCEL;;INCIDENT;5883229;CAUSE;;Corte de fibra;102108;82;COMCEL
5883229;FALLA CORE TX - AFECTACION;;23/04/2017 12:10;IPRAN@ATN.10.245.217.78;3;5;OT;CLOSED;;MASTERTX;;10210101;288865;1127;COMCEL;;INCIDENT;5883229;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5883540;FALLA DATOS;mario david alvarez;23/04/2017 12:51;82360;4;;BUC;CLOSED;;PEBUCOW;;1021;288429;1047;COMCEL;;INCIDENT;5883540;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5883540;FALLA DATOS;mario david alvarez;23/04/2017 12:51;82360;4;;BUC;CLOSED;;PEBUCOW;;102135;288430;5391;COMCEL;;INCIDENT;5883540;CAUSE;;Error humano;102135;1870;COMCEL
5883540;FALLA DATOS;mario david alvarez;23/04/2017 12:51;82360;4;;BUC;CLOSED;;PEBUCOW;;10212903;288431;5853;COMCEL;;INCIDENT;5883540;REMEDY;;Correcion de fusiones en mufa;10212903;1882;COMCEL
5883942;FALLA CORE TX - AFECTACION;;23/04/2017 13:45;U2000A@10.2.205.14;3;5;OT;CLOSED;;PESOLQTZ;;1021;288447;1047;COMCEL;;INCIDENT;5883942;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5883942;FALLA CORE TX - AFECTACION;;23/04/2017 13:45;U2000A@10.2.205.14;3;5;OT;CLOSED;;PESOLQTZ;;102109;288448;1073;COMCEL;;INCIDENT;5883942;CAUSE;;Corte de fibra por Movimiento de Postes;102109;84;COMCEL
5883942;FALLA CORE TX - AFECTACION;;23/04/2017 13:45;U2000A@10.2.205.14;3;5;OT;CLOSED;;PESOLQTZ;;10210101;288449;1129;COMCEL;;INCIDENT;5883942;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5884654;FALLA INTERNET;Raul ramirez;23/04/2017 14:56;90620;5;;BUC;CLOSED;;PEBUCQTZ;;2012;288456;1199;COMCEL;;INCIDENT;5884654;PROBLEM;;EQUIPO - FOCUS;2012;163;COMCEL
5884654;FALLA INTERNET;Raul ramirez;23/04/2017 14:56;90620;5;;BUC;CLOSED;;PEBUCQTZ;;201201;288457;1201;COMCEL;;INCIDENT;5884654;CAUSE;;Transceiver;201201;165;COMCEL
5884654;FALLA INTERNET;Raul ramirez;23/04/2017 14:56;90620;5;;BUC;CLOSED;;PEBUCQTZ;;20120101;288458;1225;COMCEL;;INCIDENT;5884654;REMEDY;;Reincio transceiver;20120101;189;COMCEL
5885228;FALLA CORE TX - RIESGO;;23/04/2017 16:09;TELL@BSA.TE245;2;5;OT;CLOSED;;MASS-TX;;9011;288444;1909;COMCEL;;INCIDENT;5885228;PROBLEM;;Indeterminado;9011;901;COMCEL
5885228;FALLA CORE TX - RIESGO;;23/04/2017 16:09;TELL@BSA.TE245;2;5;OT;CLOSED;;MASS-TX;;901101;288445;1911;COMCEL;;INCIDENT;5885228;CAUSE;;Sin intervencion;901101;903;COMCEL
5885228;FALLA CORE TX - RIESGO;;23/04/2017 16:09;TELL@BSA.TE245;2;5;OT;CLOSED;;MASS-TX;;90110101;288446;4485;COMCEL;;INCIDENT;5885228;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5885592;FALLA CORE TX - RIESGO;;23/04/2017 16:53;TELL@BSA.TE1660;2;5;OT;CLOSED;;RF-HHT03;;7011;288606;1713;COMCEL;;INCIDENT;5885592;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5885592;FALLA CORE TX - RIESGO;;23/04/2017 16:53;TELL@BSA.TE1660;2;5;OT;CLOSED;;RF-HHT03;;701101;288607;1719;COMCEL;;INCIDENT;5885592;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5885592;FALLA CORE TX - RIESGO;;23/04/2017 16:53;TELL@BSA.TE1660;2;5;OT;CLOSED;;RF-HHT03;;70110101;288608;1759;COMCEL;;INCIDENT;5885592;REMEDY;;reconexion de energia;70110101;691;COMCEL
5885674;FALLA CORE TX - AFECTACION;;23/04/2017 17:04;IPRAN@ALU.10.20.3.9;3;5;OT;CLOSED;;RF-EPG01;;7011;288462;1713;COMCEL;;INCIDENT;5885674;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5885674;FALLA CORE TX - AFECTACION;;23/04/2017 17:04;IPRAN@ALU.10.20.3.9;3;5;OT;CLOSED;;RF-EPG01;;701101;288463;1719;COMCEL;;INCIDENT;5885674;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5885674;FALLA CORE TX - AFECTACION;;23/04/2017 17:04;IPRAN@ALU.10.20.3.9;3;5;OT;CLOSED;;RF-EPG01;;70110101;288464;1759;COMCEL;;INCIDENT;5885674;REMEDY;;reconexion de energia;70110101;691;COMCEL
5886656;FALLA DATOS;Josu� Aroche..;23/04/2017 18:59;43141;5;;ON;CLOSED;;PEBUCOW;;1021;288574;1047;COMCEL;;INCIDENT;5886656;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5886656;FALLA DATOS;Josu� Aroche..;23/04/2017 18:59;43141;5;;ON;CLOSED;;PEBUCOW;;102124;288575;1103;COMCEL;;INCIDENT;5886656;CAUSE;;Robo de mufa;102124;114;COMCEL
5886656;FALLA DATOS;Josu� Aroche..;23/04/2017 18:59;43141;5;;ON;CLOSED;;PEBUCOW;;10210106;288577;2607;COMCEL;;INCIDENT;5886656;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5886858;FALLA CORE TX - AFECTACION;;23/04/2017 19:23;TELL@BSA.TE981;4;5;OT;CLOSED;;RF-QTZ01;;7011;288468;1713;COMCEL;;INCIDENT;5886858;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5886858;FALLA CORE TX - AFECTACION;;23/04/2017 19:23;TELL@BSA.TE981;4;5;OT;CLOSED;;RF-QTZ01;;701101;288469;1719;COMCEL;;INCIDENT;5886858;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5886858;FALLA CORE TX - AFECTACION;;23/04/2017 19:23;TELL@BSA.TE981;4;5;OT;CLOSED;;RF-QTZ01;;70110101;288470;1759;COMCEL;;INCIDENT;5886858;REMEDY;;reconexion de energia;70110101;691;COMCEL
5887097;FALLA CORE TX - AFECTACION;;23/04/2017 19:53;TELL@BSA.TE219;4;;OT;CLOSED;;TXSUPENG;;9011;288459;1909;COMCEL;;INCIDENT;5887097;PROBLEM;;Indeterminado;9011;901;COMCEL
5887097;FALLA CORE TX - AFECTACION;;23/04/2017 19:53;TELL@BSA.TE219;4;;OT;CLOSED;;TXSUPENG;;901101;288460;1911;COMCEL;;INCIDENT;5887097;CAUSE;;Sin intervencion;901101;903;COMCEL
5887097;FALLA CORE TX - AFECTACION;;23/04/2017 19:53;TELL@BSA.TE219;4;;OT;CLOSED;;TXSUPENG;;90110101;288461;4485;COMCEL;;INCIDENT;5887097;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5887263;FALLA CORE TX - AFECTACION;;23/04/2017 20:16;IPRAN@ATN.10.4.135.168;4;;OT;CLOSED;;TXSUPENG;;9011;288465;1909;COMCEL;;INCIDENT;5887263;PROBLEM;;Indeterminado;9011;901;COMCEL
5887263;FALLA CORE TX - AFECTACION;;23/04/2017 20:16;IPRAN@ATN.10.4.135.168;4;;OT;CLOSED;;TXSUPENG;;901102;288466;4491;COMCEL;;INCIDENT;5887263;CAUSE;;;901102;1437;COMCEL
5887263;FALLA CORE TX - AFECTACION;;23/04/2017 20:16;IPRAN@ATN.10.4.135.168;4;;OT;CLOSED;;TXSUPENG;;90110202;288467;4495;COMCEL;;INCIDENT;5887263;REMEDY;;Ticket Duplicado;90110202;1439;COMCEL
5887341;FALLA CORE TX - RIESGO;;23/04/2017 20:26;TELL@BSA.TE269;4;5;OT;CLOSED;;TXSUPENG;;7011;288582;1713;COMCEL;;INCIDENT;5887341;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5887341;FALLA CORE TX - RIESGO;;23/04/2017 20:26;TELL@BSA.TE269;4;5;OT;CLOSED;;TXSUPENG;;701101;288584;1719;COMCEL;;INCIDENT;5887341;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5887341;FALLA CORE TX - RIESGO;;23/04/2017 20:26;TELL@BSA.TE269;4;5;OT;CLOSED;;TXSUPENG;;70110101;288586;1759;COMCEL;;INCIDENT;5887341;REMEDY;;reconexion de energia;70110101;691;COMCEL
5887892;FALLA CORE TX - AFECTACION;;23/04/2017 21:43;DWDM@HUAWEI.VIRGINIA;4;;OT;CLOSED;;UFINET;;10212913;288655;5843;COMCEL;;INCIDENT;5887892;REMEDY;;Tendido de fibra;10212913;1892;COMCEL
5887892;FALLA CORE TX - AFECTACION;;23/04/2017 21:43;DWDM@HUAWEI.VIRGINIA;4;;OT;CLOSED;;UFINET;;1021;288653;1047;COMCEL;;INCIDENT;5887892;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5887892;FALLA CORE TX - AFECTACION;;23/04/2017 21:43;DWDM@HUAWEI.VIRGINIA;4;;OT;CLOSED;;UFINET;;102134;288654;5389;COMCEL;;INCIDENT;5887892;CAUSE;;Corte de fibra en proveedores;102134;1869;COMCEL
5887993;FALLA CORE TX - RIESGO;;23/04/2017 21:57;TELL@BSA.TE209;4;5;OT;CLOSED;;TXSUPENG;;7011;288701;1713;COMCEL;;INCIDENT;5887993;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5887993;FALLA CORE TX - RIESGO;;23/04/2017 21:57;TELL@BSA.TE209;4;5;OT;CLOSED;;TXSUPENG;;701101;288702;1719;COMCEL;;INCIDENT;5887993;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5887993;FALLA CORE TX - RIESGO;;23/04/2017 21:57;TELL@BSA.TE209;4;5;OT;CLOSED;;TXSUPENG;;70110101;288703;1759;COMCEL;;INCIDENT;5887993;REMEDY;;reconexion de energia;70110101;691;COMCEL
5888347;FALLA CORE TX - AFECTACION;;23/04/2017 22:47;IPRAN@ATN.10.4.133.247;4;5;OT;CLOSED;;RF-GUA10;;9011;288603;1909;COMCEL;;INCIDENT;5888347;PROBLEM;;Indeterminado;9011;901;COMCEL
5888347;FALLA CORE TX - AFECTACION;;23/04/2017 22:47;IPRAN@ATN.10.4.133.247;4;5;OT;CLOSED;;RF-GUA10;;901101;288604;1911;COMCEL;;INCIDENT;5888347;CAUSE;;Sin intervencion;901101;903;COMCEL
5888347;FALLA CORE TX - AFECTACION;;23/04/2017 22:47;IPRAN@ATN.10.4.133.247;4;5;OT;CLOSED;;RF-GUA10;;90110101;288605;4485;COMCEL;;INCIDENT;5888347;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5890123;FALLA CORE TX - AFECTACION;;24/04/2017 2:58;TELL@BSA.TE968;4;5;OT;CLOSED;;PEINGRD;;9011;288474;1909;COMCEL;;INCIDENT;5890123;PROBLEM;;Indeterminado;9011;901;COMCEL
5890123;FALLA CORE TX - AFECTACION;;24/04/2017 2:58;TELL@BSA.TE968;4;5;OT;CLOSED;;PEINGRD;;901101;288475;1911;COMCEL;;INCIDENT;5890123;CAUSE;;Sin intervencion;901101;903;COMCEL
5890123;FALLA CORE TX - AFECTACION;;24/04/2017 2:58;TELL@BSA.TE968;4;5;OT;CLOSED;;PEINGRD;;90110101;288476;4485;COMCEL;;INCIDENT;5890123;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5892230;FALLA DATOS;gabriela guzman..;24/04/2017 7:42;60949;5;;BUC;CLOSED;;PEBUCOW;;1021;288587;1047;COMCEL;;INCIDENT;5892230;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5892230;FALLA DATOS;gabriela guzman..;24/04/2017 7:42;60949;5;;BUC;CLOSED;;PEBUCOW;;102128;288589;4735;COMCEL;;INCIDENT;5892230;CAUSE;;Manipulacion de hilo en mufa;102128;1551;COMCEL
5892230;FALLA DATOS;gabriela guzman..;24/04/2017 7:42;60949;5;;BUC;CLOSED;;PEBUCOW;;10212801;288590;4737;COMCEL;;INCIDENT;5892230;REMEDY;;Fusion de hilo en fibra;10212801;1552;COMCEL
5892252;FALLA DATOS;fernando Reyes..;24/04/2017 7:45;2257;5;;BUC;CLOSED;;PEBUCOW;;1021;288644;1047;COMCEL;;INCIDENT;5892252;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5892252;FALLA DATOS;fernando Reyes..;24/04/2017 7:45;2257;5;;BUC;CLOSED;;PEBUCOW;;102128;288645;4735;COMCEL;;INCIDENT;5892252;CAUSE;;Manipulacion de hilo en mufa;102128;1551;COMCEL
5892252;FALLA DATOS;fernando Reyes..;24/04/2017 7:45;2257;5;;BUC;CLOSED;;PEBUCOW;;10212801;288646;4737;COMCEL;;INCIDENT;5892252;REMEDY;;Fusion de hilo en fibra;10212801;1552;COMCEL
5892478;FALLA CORE TX - AFECTACION;;24/04/2017 8:14;U2000A@10.2.205.14;3;5;OT;CLOSED;;RF-QTZ02;;5012;289725;3981;COMCEL;;INCIDENT;5892478;PROBLEM;;SINCRONIZACION EQUIPOS;5012;1193;COMCEL
5892478;FALLA CORE TX - AFECTACION;;24/04/2017 8:14;U2000A@10.2.205.14;3;5;OT;CLOSED;;RF-QTZ02;;501202;289726;3985;COMCEL;;INCIDENT;5892478;CAUSE;;Clock Huawei;501202;1195;COMCEL
5892478;FALLA CORE TX - AFECTACION;;24/04/2017 8:14;U2000A@10.2.205.14;3;5;OT;CLOSED;;RF-QTZ02;;50120201;289727;3989;COMCEL;;INCIDENT;5892478;REMEDY;;Reconfiguracion;50120201;1197;COMCEL
5892569;FALLA CORE TX - AFECTACION;;24/04/2017 8:26;ROADM@ALU.BARBERENA1;3;;OT;CLOSED;;PEINGFRA;;1021;288789;1047;COMCEL;;INCIDENT;5892569;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5892569;FALLA CORE TX - AFECTACION;;24/04/2017 8:26;ROADM@ALU.BARBERENA1;3;;OT;CLOSED;;PEINGFRA;;102101;288790;1055;COMCEL;;INCIDENT;5892569;CAUSE;;Roedor se come la fibra;102101;68;COMCEL
5892569;FALLA CORE TX - AFECTACION;;24/04/2017 8:26;ROADM@ALU.BARBERENA1;3;;OT;CLOSED;;PEINGFRA;;10210101;288791;1107;COMCEL;;INCIDENT;5892569;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5892605;FALLA INTERNET;jeny alvarado;24/04/2017 8:29;74734;4;;ON;CLOSED;;NOC_ON;;9011;288507;1909;COMCEL;;INCIDENT;5892605;PROBLEM;;Indeterminado;9011;901;COMCEL
5892605;FALLA INTERNET;jeny alvarado;24/04/2017 8:29;74734;4;;ON;CLOSED;;NOC_ON;;901101;288508;1911;COMCEL;;INCIDENT;5892605;CAUSE;;Sin intervencion;901101;903;COMCEL
5892605;FALLA INTERNET;jeny alvarado;24/04/2017 8:29;74734;4;;ON;CLOSED;;NOC_ON;;90110101;288509;4485;COMCEL;;INCIDENT;5892605;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5892785;FALLA INTERNET;Lazaro Garc韆 -;24/04/2017 8:51;83566;5;;BUC;CLOSED;;PEBUCOW;;1021;288594;1047;COMCEL;;INCIDENT;5892785;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5892785;FALLA INTERNET;Lazaro Garc韆 -;24/04/2017 8:51;83566;5;;BUC;CLOSED;;PEBUCOW;;102102;288595;1059;COMCEL;;INCIDENT;5892785;CAUSE;;Atenuacion de fibra;102102;70;COMCEL
5892785;FALLA INTERNET;Lazaro Garc韆 -;24/04/2017 8:51;83566;5;;BUC;CLOSED;;PEBUCOW;;10210106;288596;2563;COMCEL;;INCIDENT;5892785;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5892856;FALLA CORE TX - AFECTACION;;24/04/2017 8:59;ROADM@ALU.HINDU;3;;OT;CLOSED;;PEINGRD;;;;;;;;;;;;;;
5892910;FALLA INTERNET;gustavo alvarez...;24/04/2017 9:05;88068;5;;BUC;CLOSED;;PEBUCOW;;1021;288600;1047;COMCEL;;INCIDENT;5892910;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5892910;FALLA INTERNET;gustavo alvarez...;24/04/2017 9:05;88068;5;;BUC;CLOSED;;PEBUCOW;;102124;288601;1103;COMCEL;;INCIDENT;5892910;CAUSE;;Robo de mufa;102124;114;COMCEL
5892910;FALLA INTERNET;gustavo alvarez...;24/04/2017 9:05;88068;5;;BUC;CLOSED;;PEBUCOW;;10210106;288602;2607;COMCEL;;INCIDENT;5892910;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5893097;Sector fuera de servicio;ICANCINOS;24/04/2017 9:28;WGTA413;3;3;OT;CLOSED;;RF-GUA04;;;;;;;;;;;;;;
5893145;FALLA CORE TX - RIESGO;;24/04/2017 9:33;TELL@BSA.TE1670;2;5;OT;CLOSED;;TXSUPENG;;70110101;288649;1759;COMCEL;;INCIDENT;5893145;REMEDY;;reconexion de energia;70110101;691;COMCEL
5893145;FALLA CORE TX - RIESGO;;24/04/2017 9:33;TELL@BSA.TE1670;2;5;OT;CLOSED;;TXSUPENG;;7011;288647;1713;COMCEL;;INCIDENT;5893145;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5893145;FALLA CORE TX - RIESGO;;24/04/2017 9:33;TELL@BSA.TE1670;2;5;OT;CLOSED;;TXSUPENG;;701101;288648;1719;COMCEL;;INCIDENT;5893145;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5893168;FALLA INTERNET;Gladys Oxaica;24/04/2017 9:36;79993;5;;BUC;CLOSED;;PEBUCOW;;10210104;288614;1153;COMCEL;;INCIDENT;5893168;REMEDY;;cambio patchcord;10210104;125;COMCEL
5893168;FALLA INTERNET;Gladys Oxaica;24/04/2017 9:36;79993;5;;BUC;CLOSED;;PEBUCOW;;1021;288612;1047;COMCEL;;INCIDENT;5893168;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5893168;FALLA INTERNET;Gladys Oxaica;24/04/2017 9:36;79993;5;;BUC;CLOSED;;PEBUCOW;;102121;288613;1097;COMCEL;;INCIDENT;5893168;CAUSE;;Patchcord da馻do;102121;108;COMCEL
5893313;FALLA DATOS;Walter Sian <;24/04/2017 9:54;52349;5;;BUC;CLOSED;;PEBUCOW;;1011;289224;1017;COMCEL;;INCIDENT;5893313;PROBLEM;;CORTE DE COBRE;1011;39;COMCEL
5893313;FALLA DATOS;Walter Sian <;24/04/2017 9:54;52349;5;;BUC;CLOSED;;PEBUCOW;;101104;289225;1025;COMCEL;;INCIDENT;5893313;CAUSE;;Problema con Empalme;101104;47;COMCEL
5893313;FALLA DATOS;Walter Sian <;24/04/2017 9:54;52349;5;;BUC;CLOSED;;PEBUCOW;;10110401;289226;2823;COMCEL;;INCIDENT;5893313;REMEDY;;re-empalme;10110401;1044;COMCEL
5893480;FALLA INTERNET;miriam perez;24/04/2017 10:15;63663;5;;BUC;CLOSED;;PEBUCQTZ;;10210101;288643;1123;COMCEL;;INCIDENT;5893480;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5893480;FALLA INTERNET;miriam perez;24/04/2017 10:15;63663;5;;BUC;CLOSED;;PEBUCQTZ;;1021;288641;1047;COMCEL;;INCIDENT;5893480;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5893480;FALLA INTERNET;miriam perez;24/04/2017 10:15;63663;5;;BUC;CLOSED;;PEBUCQTZ;;102107;288642;1069;COMCEL;;INCIDENT;5893480;CAUSE;;Camion se pasa llevando la fibra;102107;80;COMCEL
5893669;FALLA DATOS;Axel Penate <;24/04/2017 10:37;54162;5;;BUC;CLOSED;;PEBUCOW;;1021;288689;1047;COMCEL;;INCIDENT;5893669;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5893669;FALLA DATOS;Axel Penate <;24/04/2017 10:37;54162;5;;BUC;CLOSED;;PEBUCOW;;102128;288690;4735;COMCEL;;INCIDENT;5893669;CAUSE;;Manipulacion de hilo en mufa;102128;1551;COMCEL
5893669;FALLA DATOS;Axel Penate <;24/04/2017 10:37;54162;5;;BUC;CLOSED;;PEBUCOW;;10212801;288691;4737;COMCEL;;INCIDENT;5893669;REMEDY;;Fusion de hilo en fibra;10212801;1552;COMCEL
5894039;FALLA DATOS;Jonathan Cat�;24/04/2017 11:24;44946;5;;BUC;CLOSED;;PEBUCOW;;102128;288667;4735;COMCEL;;INCIDENT;5894039;CAUSE;;Manipulacion de hilo en mufa;102128;1551;COMCEL
5894039;FALLA DATOS;Jonathan Cat�;24/04/2017 11:24;44946;5;;BUC;CLOSED;;PEBUCOW;;10212801;288668;4737;COMCEL;;INCIDENT;5894039;REMEDY;;Fusion de hilo en fibra;10212801;1552;COMCEL
5894039;FALLA DATOS;Jonathan Cat�;24/04/2017 11:24;44946;5;;BUC;CLOSED;;PEBUCOW;;1021;288665;1047;COMCEL;;INCIDENT;5894039;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5894774;Problemas Google  03 FRA;;24/04/2017 12:55;JUNIPER@MX480_FRAIJANES_A.172.22.100.70;4;;OT;CLOSED;;RF-MET03;;;;;;;;;;;;;;
5895028;FALLA CORE TX - AFECTACION;;24/04/2017 13:27;RECTIFICADOR@EMERSON.172.21.8.13;3;5;OT;CLOSED;;RF-MET02;;4011;288731;1579;COMCEL;;INCIDENT;5895028;PROBLEM;;CONEXI覰 - CONEXI覰 F蚐ICA;4011;821;COMCEL
5895028;FALLA CORE TX - AFECTACION;;24/04/2017 13:27;RECTIFICADOR@EMERSON.172.21.8.13;3;5;OT;CLOSED;;RF-MET02;;401107;288732;1593;COMCEL;;INCIDENT;5895028;CAUSE;;Conector flojo;401107;837;COMCEL
5895028;FALLA CORE TX - AFECTACION;;24/04/2017 13:27;RECTIFICADOR@EMERSON.172.21.8.13;3;5;OT;CLOSED;;RF-MET02;;40110104;288733;1613;COMCEL;;INCIDENT;5895028;REMEDY;;reconexion;40110104;861;COMCEL
5895096;FALLA CORE TX - AFECTACION;;24/04/2017 13:36;TELL@BSA.TE2504;3;5;OT;CLOSED;;PEINGCTR;;1021;288815;1047;COMCEL;;INCIDENT;5895096;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5895096;FALLA CORE TX - AFECTACION;;24/04/2017 13:36;TELL@BSA.TE2504;3;5;OT;CLOSED;;PEINGCTR;;102110;288816;1075;COMCEL;;INCIDENT;5895096;CAUSE;;Corte Hilo de Fibra;102110;86;COMCEL
